"CommodityType","HS.Code","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","total","principleExportCategory","Principle.ReExportsCategory","principleImportCategory"
"IMPORT","96122000","Ink-pads","GENERIC TONER - TENSOR",963778,"Other products","Other products ","Other Imports"
"IMPORT","02032100","Carcasses and half-carcasses","FROZEN PORK MEAT",956054,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","KITCHEN PLASTIC WARE",943767,"Other products","Other products ","Other Imports"
"IMPORT","44129900","Other","PLYWOOD CHINA EXT 15MMX1220X2440 FB FACE",942232,"Wood and articles of wood; wood charcoal","Other products ","Other Imports"
"IMPORT","08105000","Kiwifruit","KIWIFRUIT KG",939057,"Other products","Other products ","Other Imports"
"IMPORT","48219000","Other","COPY PAPER",933750,"Other products","Other products ","Other Imports"
"IMPORT","35051000","Dextrins and other modified starches","AVONDEX",925918,"Other products","Other products ","Other Imports"
"IMPORT","85166000","Other ovens; cookers, cooking plates,  boiling rings, grillers and roasters","GAS STOVE   (MOFFAT)",925536,"Other products","Other products ","Other Imports"
"IMPORT","20059900","Other","VEGETABLE MIX",916224,"Other products","Other products ","Other Imports"
"IMPORT","21013000","Roasted chicory and other roasted coffee substitutes, and extracts, essences and","BOUILLON",912789,"Other products","Other products ","Other Imports"
"IMPORT","25010000","Salt (including table salt and denatured salt) and pure sodium chloride, NES","LODIZED SALT",912279,"Other products","Other products ","Other Imports"
"IMPORT","21041000","Soups and broths and preparations therefor","SOUP",911153,"Other products","Other products ","Other Imports"
"IMPORT","85416000","Mounted piezo-electric crystals","SOLAR PANELS",908044,"Other products","Other products ","Other Imports"
"IMPORT","48194000","Other sacks and bags, including cones","BAKING PACKAGE",898698,"Other products","Other products ","Other Imports"
"IMPORT","02062200","Livers","BEEF LIVERS/HEART",897635,"Other products","Other products ","Other Imports"
"IMPORT","84314900","Other","SPARE PARTS",895149,"Other products","Other products ","Other Imports"
"IMPORT","19012000","Mixes and doughs for preparation of bakers' wares of 19.05","SELF RAISING FLOUR 1KGX20",890971,"Other products","Other products ","Other Imports"
"IMPORT","85414200","Photovoltaic cells not assembled in modules or made up into panels","SOLAR PANEL",890082,"Other products","Other products ","Other Imports"
"IMPORT","82152000","Other sets of assorted articles","KITCHEN UTENSIL",889655,"Other products","Other products ","Other Imports"
"IMPORT","48201000","Registers, account books,order and receipt books, letter pads....,","NOTEBOOK",887307,"Other products","Other products ","Other Imports"
"IMPORT","48191000","Cartons, boxes and cases, of corrugated paper or paperboard","EMPTY CARTON",882943,"Other products","Other products ","Other Imports"
"IMPORT","94069000","Other","CONTAINER HOUSE",876830,"Other products","Other products ","Other Imports"
"IMPORT","39199000","Other","TAPE",868335,"Other products","Other products ","Other Imports"
"IMPORT","85166000","Other ovens; cookers, cooking plates,  boiling rings, grillers and roasters","WATER BOILER",868016,"Other products","Other products ","Other Imports"
"IMPORT","08081000","Apples","APPLES KG",866904,"Other products","Other products ","Other Imports"
"IMPORT","87088000","Suspension systems and parts thereof (including shock absorbers)","AUTOMOTIVE PARTS",862184,"Other products","Other products ","Other Imports"
"IMPORT","96081000","Ball point pens","BALL PEN",858663,"Other products","Other products ","Other Imports"
"IMPORT","85044000","Static converters","INVERTER",856121,"Other products","Other products ","Other Imports"
"IMPORT","16010000","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SALAMI KG",851773,"Other products","Other products ","Other Imports"
"IMPORT","20081100","Ground-nuts","P-BUTTER 12/1K",851217,"Other products","Other products ","Other Imports"
"IMPORT","84439900","Other","CLEANING UNIT TAURUS ASSY",851051,"Other products","Other products ","Other Imports"
"IMPORT","35069900","Prepared glues and other prepared adhesives, nes","TILE ADHESIVES",841585,"Other products","Other products ","Other Imports"
"IMPORT","02031900","Other","PORK BELLY",834383,"Other products","Other products ","Other Imports"
"IMPORT","85183000","Headphones & earphones, whether or not combined with a microphone, and sets.....,","JBL PARTYBOX MIC CHARGE",831024,"Other products","Other products ","Other Imports"
"IMPORT","87089900","Other","AUTO  PARTS",829796,"Other products","Other products ","Other Imports"
"IMPORT","17041000","Chewing gum, whether or not sugar-coated","COL. PINTOORA",821103,"Other products","Other products ","Other Imports"
"IMPORT","71179000","Other","IMITATION JEWELERY",817370,"Other products","Other products ","Other Imports"
"IMPORT","95079000","Other","OTHER FISHING EQUIP",806579,"Other products","Other products ","Other Imports"
"IMPORT","85362000","Automatic circuit breakers","AC MCB SCB8-63 1P 32A",805971,"Other products","Other products ","Other Imports"
"IMPORT","08081000","Apples","APPLE",801612,"Other products","Other products ","Other Imports"
"IMPORT","34011900","Other","EXTRA AKTIF BAR DETERGENT",800480,"Other products","Other products ","Other Imports"
"IMPORT","85182900","Other","W/LESS SPEAKER",795706,"Other products","Other products ","Other Imports"
"IMPORT","48211000","Printed","NIMTAI KAVA LABELS & WARNING LABELS",795322,"Other products","Other products ","Other Imports"
"IMPORT","96131000","Pocket lighters, gas fuelled, non-refillable","LIGHTER",787538,"Other products","Other products ","Other Imports"
"IMPORT","21031000","Soya sauce","SOY SAUCE M.DARK",786099,"Other products","Other products ","Other Imports"
"IMPORT","04063000","Processed cheese, not grated or powdered","CHEESE FONTERRA",778757,"Other products","Other products ","Other Imports"
"IMPORT","21033000","Mustard flour and meal prepared mustard","MUSTARD",771103,"Other products","Other products ","Other Imports"
"IMPORT","48194000","Other sacks and bags, including cones","PAPER BAGS",767687,"Other products","Other products ","Other Imports"
"IMPORT","84431900","Other","DTF/UV PRINTER",765691,"Other products","Other products ","Other Imports"
"IMPORT","84192000","Medical, surgical or laboratory sterilizers","8L CLASS B AUTOCLAVE",764280,"Other products","Other products ","Other Imports"
"IMPORT","39219000","Other","PVC STICKY HTV",761476,"Other products","Other products ","Other Imports"
"IMPORT","52122500","Printed","PRINTED COTTON FABRIC",760031,"Other products","Other products ","Other Imports"
"IMPORT","82119200","Other knives having fixed blades","MATCHET",759320,"Other products","Other products ","Other Imports"
"IMPORT","96031000","Brooms and brushes, of twigs or other vegetable materials bound together","BRUSHES",757668,"Other products","Other products ","Other Imports"
"IMPORT","18069000","Other","NUTELLA 15G-750G",753628,"Other products","Other products ","Other Imports"
"IMPORT","17049000","Other","LOLLIES",753292,"Other products","Other products ","Other Imports"
"IMPORT","84281000","Lifts and skip hoists","CAR LIFTER, HAND LIFTER",752794,"Other products","Other products ","Other Imports"
"IMPORT","32099000","Other","AEROSPRAY PAINT",750802,"Other products","Other products ","Other Imports"
"IMPORT","09041200","Crushed or ground","PEPPER 50G-190G CEREBOS",750178,"Other products","Other products ","Other Imports"
"IMPORT","44182900","Other","WOODEN DOORS",748585,"Other products","Other products","Other Imports"
"IMPORT","21069000","Other","WEDGEWOOD MEAT PIE & SAUSAGE ROLL",744284,"Other products","Other products ","Other Imports"
"IMPORT","37079000","Chemical preparations for photograpic use, nes","RICOH TONER CYAN PRO C7100",743736,"Other products","Other products ","Other Imports"
"IMPORT","52122400","Of yarns of different colours","CALICO",742102,"Other products","Other products ","Other Imports"
"IMPORT","18069000","Other","TASTI NUT BAR DARK CHOCO",741092,"Other products","Other products ","Other Imports"
"IMPORT","90041000","Sunglasses","SUNGLASSES",738537,"Other products","Other products ","Other Imports"
"IMPORT","90172000","Other drawing, marking-out or mathematical calculating instruments","RULER",737538,"Other products","Other products ","Other Imports"
"IMPORT","84589900","Other","AL356V CENTRE LATHE",736708,"Other products","Other products ","Other Imports"
"IMPORT","90041000","Sunglasses","SUNGLASS",735591,"Other products","Other products ","Other Imports"
"IMPORT","68114000","Containing asbestos","CEMINTEL TEXTURE BASE SHEET",733850,"Other products","Other products ","Other Imports"
"IMPORT","42022900","Other","BACKPACK",729184,"Other products","Other products ","Other Imports"
"IMPORT","82055900","Other","OTHER TOOLS",719370,"Other products","Other products ","Other Imports"
"IMPORT","32071000","Prepared pigments, opacifiers and colours and similar preparation","DECORAMA TINTER BLACK (M) 1LT",710463,"Other products","Other products ","Other Imports"
"IMPORT","21050000","Ice cream and other edible ice, whether or not containing cocoa.","OREO ICE CREAM CONES 4 PACK 475ML",710444,"Other products","Other products ","Other Imports"
"IMPORT","87089900","Other","OTHER PARTS",710243,"Other products","Other products ","Other Imports"
"IMPORT","20089900","Other","MUNCHER GREEN PEAS",707818,"Other products","Other products ","Other Imports"
"IMPORT","84314900","Other","EXCAVATOR AUGER",702483,"Other products","Other products ","Other Imports"
"IMPORT","33072000","Personal deodorants and antiperspirants","CASABLANCA PERFUME",701044,"Other products","Other products ","Other Imports"
"IMPORT","94054200","Other, designed for use  solely with light-emitting  diode (LED) light sources","LED DOWNLIGHT",698991,"Other products","Other products ","Other Imports"
"IMPORT","20081900","Other, including mixtures","PEANUT BUTTER",697325,"Other products","Other products ","Other Imports"
"IMPORT","85044000","Static converters","PHONE/LAPTOP CHARGER ADAPTER",694788,"Other products","Other products ","Other Imports"
"IMPORT","17049000","Other","ALLENS CONF 40G-190G",691262,"Other products","Other products ","Other Imports"
"IMPORT","44092900","Other","PLANK",689260,"Wood and articles of wood; wood charcoal","Other products ","Other Imports"
"IMPORT","94053100","Designed for use solely  with light-emitting diode  (LED) light sources","6X3 CURTAIN LIGHT-WHITECHRISTMAS MOTIF LED ",687542,"Other products","Other products","Other Imports"
"IMPORT","94069000","Other","PREBABRICATED BUILDING",681750,"Other products","Other products ","Other Imports"
"IMPORT","85094000","Food grinders and mixers; fruit or vegetable juice extractors","BLENDER JUICER",679710,"Other products","Other products ","Other Imports"
"IMPORT","21050000","Ice cream and other edible ice, whether or not containing cocoa.","ICE CREAM WWOOLS",675919,"Other products","Other products ","Other Imports"
"IMPORT","85362000","Automatic circuit breakers","CIRCUIT BREAKER",675685,"Other products","Other products ","Other Imports"
"IMPORT","18063100","Filled","MILK BAR WAFER",675194,"Other products","Other products ","Other Imports"
"IMPORT","39073000","Epoxide resins","T-EPOXY SEALER",674257,"Other products","Other products ","Other Imports"
"IMPORT","95079000","Other","P-LINE TINSEL INSERTS",673039,"Other products","Other products ","Other Imports"
"IMPORT","90283000","Electricity meters","ENERGY METERS",670758,"Other products","Other products ","Other Imports"
"IMPORT","20052000","Potatoes","SNACKS",670132,"Other products","Other products ","Other Imports"
"IMPORT","85366900","Other","PLUGS",669346,"Other products","Other products ","Other Imports"
"IMPORT","49100000","Calendars of any kind, printed, including calendar blocks","CALENDARS",669038,"Other products","Other products ","Other Imports"
"IMPORT","85167100","Coffee or tea makers","WATER BOILER",668860,"Other products","Other products ","Other Imports"
"IMPORT","39241000","Tableware and kitchenware","FOOD PACKAGING",668470,"Other products","Other products ","Other Imports"
"IMPORT","08083000","Pears","PEARS KG",668393,"Other products","Other products ","Other Imports"
"IMPORT","84798900","Other","OTHER  MACHINES",668346,"Other products","Other products ","Other Imports"
"IMPORT","85258900","Other","MONITOR PROBE",667502,"Other products","Other products ","Other Imports"
"IMPORT","17049000","Other","Various Candies",664612,"Other products","Other products ","Other Imports"
"IMPORT","40141000","Sheath contraceptives","CONDOM",663847,"Other products","Other products ","Other Imports"
"IMPORT","85065000","Lithium","18V BATTERY PACKS",660770,"Other products","Other products ","Other Imports"
"IMPORT","84191100","Instantaneous gas water heaters","GAS WATER HEATER",659205,"Other products","Other products ","Other Imports"
