"","HS.Code","HS.Code_6","CE.CD","CO","SITC_1","HS.Code_2","Office","Reg.Ref","Reg..Date","Type","CP4","CP3","Declarant","Con_cod","Con...Exp.name","Shipper...Buyer.name","Itm..","SITC","PRF","Goods.Comm..Dsc.1","Goods.Comm..Dsc.","Wgt..Gross","Wgt..Net","Pkg..","Pkg..type","Supp.Qty","Supp","TOD","Stat..Value","IMD","VAT","IEX","DEX","EXD","OED","RawDataRowID","HS.Code_4","SITC_3","Year","Month","Day","Mode.of.Transport","HS.Section","SITC.description","IMPORT.CTY.CD","CTY_Origin","IMPORT.COUNTRY","IMPORT.REGION","IMPORT.REG.","IMPORT.PARTNER.COUNTRIES","CTY_Dest","EXPORT.CTY.CD","EXPORT.COUNTRY","EXPORT.REGION","EXPORT.REG.","EXPORT.PARTNER.COUNTRIES","TAR_ALL","TAR_DSC","Principle.Exports","Principle.ReExports","Principle.Imports","Classifications.Combined","Unit.Qty","Import.Duty.Rate","BEC4","Description","CommodityType","Unhealthy.Focus.Food.Category","Food.sub.category","Product"
"911","16010000",160100,"FJ","FJ",0,16,"SSEA","2021 / C / 1945",2021-12-21,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","GOODMAN FIELDER FIJI
",4,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGE","1,335.00","768","0","Enclosure; ","768","KGM","FOB",274309,"0","43,450.00","15,360.00",0,0,0,2148,1601,17,2021,"December",21,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"912","16010000",160100,"NC","FR",0,16,"VAIR","2021 / C / 8141",2021-12-02,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TTI
",4,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUCISSON/SALAMI -SOCALAIT","72.24","50.85","0","Various, ie. ","49.19","KGM","FOB",135704,"27,140.00","24,575.00","985",0,0,0,3178,1601,17,2021,"December",2,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"913","16010000",160100,"AU","AU",0,16,"VSEA","2021 / C / 7957",2021-12-20,"IM / 4",4000,0,445964,"416641","RANIA INVESTMENTS
","GEOFFREY HUGHES ",1,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGE","14,280.00","14,280.00","680","Various, ie. ","13,600.00","KGM","CFR",4144736,"828,945.00","786,850.00","272,000.00",0,0,0,11213,1601,17,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"914","16010000",160100,"NC","NC",0,16,"VAIR","2021 / C / 8141",2021-12-02,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TTI
",9,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUCISSON -LA FRANCAISE","9.7","9.7","0","Various, ie. ","10","KGM","FOB",4732,"945","880","200",0,0,0,3182,1601,17,2021,"December",2,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"915","16010000",160100,"NZ","NZ",0,16,"VSEA","2021 / C / 7872",2021-12-17,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC
",2,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGE","236.5","236.5","0","Enclosure; ","236.5","KGM","FOB",347109,"69,420.00","63,190.00","4,730.00",0,0,0,10686,1601,17,2021,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"916","16010000",160100,"AU","AU",0,16,"VSEA","2021 / C / 8143",2021-12-22,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","SPX TRADERS PTY LIMITED
",31,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","LUP CHONG SAUSAGE","365.82","150","0","Various, ie. ","150","KGM","FOB",333373,"66,675.00","60,455.00","3,000.00",0,0,0,12456,1601,17,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"917","16010000",160100,"FJ","FJ",0,16,"VSEA","2021 / C / 7681",2021-12-06,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER INT'L ",8,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","CHICKEN SAUSAGES 500G-1KG","6,132.00","6,132.00","511","Cartons","6,132.00","KGM","FOB",1927956,"0","307,590.00","122,640.00",0,0,0,8890,1601,17,2021,"December",6,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"918","16010000",160100,"NC","FR",0,16,"VAIR","2021 / C / 8141",2021-12-02,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","TTI
",10,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","PATE DE FOIE","1.88","1.8","0","Various, ie. ","17.11","KGM","FOB",55353,"11,070.00","10,015.00","340",0,0,0,3183,1601,17,2021,"December",2,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"919","16010000",160100,"FJ","FJ",0,16,"VSEA","2021 / C / 7920",2021-12-17,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER FIJI ",2,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGES","624","624","52","Cartons","624","KGM","FOB",307730,"0","48,030.00","12,480.00",0,0,0,10911,1601,17,2021,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"920","16010000",160100,"FJ","FJ",0,16,"VSEA","2021 / C / 7920",2021-12-17,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER FIJI ",3,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGES 500G-1KG","15,144.00","15,144.00","1,262","Cartons","15,144.00","KGM","FOB",4749267,"0","757,820.00","302,880.00",0,0,0,10912,1601,17,2021,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"921","16010000",160100,"NZ","NZ",0,16,"VSEA","2021 / C / 7858",2021-12-17,"IM / 4",4000,0,166070,"430223","DYNAMIC SUPPLY ","DSC 
",1,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGES","15.2","15.2","1","Various, ie. ","15.2","KGM","FOB",63284,"12,655.00","11,435.00","305",0,0,0,10605,1601,17,2021,"December",17,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","NZ","NZ","NEW ZEALAND","OCEANIA",5,"NEW ZEALAND","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"922","16010000",160100,"FJ","FJ",0,16,"VSEA","2021 / C / 7681",2021-12-06,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","GOODMAN FIELDER INT'L ",5,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","CHICKEN SAUSAGES 500G-1KG","6,300.00","6,300.00","525","Cartons","6,300.00","KGM","FOB",1997772,"0","318,565.00","126,000.00",0,0,0,8887,1601,17,2021,"December",6,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"923","16010000",160100,"FJ","FJ",0,16,"SSEA","2021 / C / 1929",2021-12-20,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","GOODMAN FIELDER FIJI
",3,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUSAGE","2,402.00","2,402.00","0","Enclosure; ","2,402.00","KGM","FOB",831042,"0","131,860.00","48,040.00",0,0,0,1976,1601,17,2021,"December",20,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"924","16010000",160100,"FJ","FJ",0,16,"VSEA","2021 / C / 8179",2021-12-22,"IM / 4",4000,0,445964,"416641","RANIA INVESTMENTS
","TAHI PACIFIC NZ LTD
",1,17.2,"MSG","Sausages and similar products, of meat, meat offal or blood; food preparations based on","SAUGES","4,647.00","4,647.00","950","Various, ie. ","1,000.00","KGM","FOB",520182,"0","81,025.00","20,000.00",0,0,0,12657,1601,17,2021,"December",22,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FJ","FJ","FIJI","OCEANIA",5,"FIJI","FJ","FJ","FIJI","OCEANIA",5,"FIJI","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"925","16010000",160100,"AU","AU",0,16,"SSEA","2021 / C / 1817",2021-12-03,"IM / 4",4000,0,266664,"129635","DAMING STORE
","NATURALLY AUSTRALIAN ",2,17.2,NA,"Sausages and similar products, of meat, meat offal or blood; food preparations based on","CHICKEN SAVELOYS","3,438.04","2,960.00","148","Cartons","2,960.00","KGM","CIF",1100019,"220,005.00","206,885.00","59,200.00",0,0,0,260,1601,17,2021,"December",3,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Sausages and similar products, of meat, meat offal or blood; food preparations based on","Other products","Other products ","Other Imports","Other products ","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"926","16021000",160210,"CN","HK",0,16,"VSEA","2021 / C / 8214",2021-12-23,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","H AND R INDUSTRIES ",1,98.11,NA,"Homogenised preparations","PORK LUNCHEON 198G - 340G","11,044.10","11,044.10","1,077","Cartons","7,986.46","KGM","FOB",928901,"185,780.00","191,160.00","159,730.00",0,0,0,12757,1602,98,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","HK","HK","HONG KONG","ASIA",3,"HONG KONG","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Homogenised preparations","Homogenised preparations","Other products","Other products ","Other prepared or preserved meat, meat offal or blood","Other prepared or preserved meat, meat offal or blood","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"927","16022000",160220,"NC","FR",0,16,"VAIR","2021 / C / 8123",2021-12-02,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","SOCALAIT 
",8,17.3,NA,"Of liver of any animal","ALLIANCE GOURMANDE AU FOIE","14.11","14.11","0","Unpacked or ","4","KGM","FOB",26676,"5,335.00","4,815.00","80",0,0,0,3125,1602,17,2021,"December",2,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","FR","FR","FRANCE","EUROPE",4,"FRANCE","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Of liver of any animal","Of liver of any animal","Other products","Other products ","Other prepared or preserved meat, meat offal or blood","Other prepared or preserved meat, meat offal or blood","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"928","16023200",160232,"AU","AU",0,16,"SSEA","2021 / C / 1845",2021-12-06,"IM / 4",4000,0,103862,"103862","LO CHAN MOON
","WOOLWORTHS GROUP ",40,17.4,NA,"Of fowls of the species Gallus domesticus","CHICKEN TERIYAKI","5","5","0","Enclosure; ","5","KGM","FOB",6093,"1,220.00","1,110.00","100",0,0,0,724,1602,17,2021,"December",6,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","AU","AU","AUSTRALIA","OCEANIA",5,"AUSTRALIA","Of fowls of the species Gallus domesticus","Of fowls of the species Gallus domesticus","Other products","Other products ","Other prepared or preserved meat, meat offal or blood","Other prepared or preserved meat, meat offal or blood","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"929","16023200",160232,"NC","NC",0,16,"VAIR","2021 / C / 8571",2021-12-16,"IM / 4",4000,0,803753,"161824","BOUCHERIE TRAVERSO ","ETS BARGIBANT SA
",4,17.4,NA,"Of fowls of the species Gallus domesticus","BLOC FG CNRD A/MCX MICUIT","12.58","12.58","0","Unpacked or ","6","KGM","FOB",35848,"7,170.00","6,470.00","120",0,0,0,4811,1602,17,2021,"December",16,"AIR","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","NC","NC","NEW CALEDONIA","OCEANIA",5,"NEW CALEDONIA","Of fowls of the species Gallus domesticus","Of fowls of the species Gallus domesticus","Other products","Other products ","Other prepared or preserved meat, meat offal or blood","Other prepared or preserved meat, meat offal or blood","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
"930","16023200",160232,"CN","HK",0,16,"VSEA","2021 / C / 8214",2021-12-23,"IM / 4",4000,0,113577,"113577","AU BON MARCHE
","H AND R INDUSTRIES ",2,17.4,NA,"Of fowls of the species Gallus domesticus","CHKN LUNCHEON & CURRY CHKN 198G - 312G","11,681.90","11,681.90","1,080","Cartons","9,660.24","KGM","FOB",982500,"196,500.00","205,830.00","193,205.00",0,0,0,12758,1602,17,2021,"December",23,"SEA","IV.Prepared foodstuffs, beverages, spirits & tobacco","Food & Live Animals","HK","HK","HONG KONG","ASIA",3,"HONG KONG","CN","CN","CHINA, PEOPLES REPUBLIC OF","ASIA",3,"CHINA, PEOPLES REPUBLIC OF","Of fowls of the species Gallus domesticus","Of fowls of the species Gallus domesticus","Other products","Other products ","Other prepared or preserved meat, meat offal or blood","Other prepared or preserved meat, meat offal or blood","KGM","20",122,"Consumption goods","IMPORT","Fatty Meat Products ","Processed Meats","Sausage, ham, bacon, salami, jerky, cold cuts, chicken nuggets, patties"
