HS.Code,TAR_ALL,TAR_DSC,Principle Exports,Principle ReExports,Principle Imports,Classifications Combined,Unit Qty,Import Duty Rate
3033900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3034100,Albacore or longfinned tunas (Thunnus alalunga),Albacore or longfinned tunas (Thunnus alalunga),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3034200,Yellowfin tunas (Thunnus albacares),Yellowfin tunas (Thunnus albacares),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3034300,Skipjack or stripe-bellied bonito,Skipjack or stripe-bellied bonito,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3034400,Bigeye tunas (Thunnus obesus),Bigeye tunas (Thunnus obesus),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3034500,"Atlantic and Pacific Bluefin tunas (Thunnus thynnu, Thunnus Orientalis)","Atlantic and Pacific Bluefin tunas (Thunnus thynnu, Thunnus Orientalis)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3034600,Southern bluefin tunas (Thunnus maccoyii),Southern bluefin tunas (Thunnus maccoyii),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3034900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3035100,"Herrings (Clupea harengus, Clupea pallasii)","Herrings (Clupea harengus, Clupea pallasii)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3035300,"Sardines (Sardinas pilchardus, Sardinops spp.), Sardinella (Sardinella spp.)...","Sardines (Sardinas pilchardus, Sardinops spp.), Sardinella (Sardinella spp.)...",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3035400,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3035500,Jack and horse mackerel (Trachurus spp.),Jack and horse mackerel (Trachurus spp.),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3035600,Cobia (Rachycentron canadum),Cobia (Rachycentron canadum),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3035700,Swordfish (Xiphias gladius),Swordfish (Xiphias gladius),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3035900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3036300,"Cod (Gadus Morhua, Gadus ogac, Gadusmacrocephalus)","Cod (Gadus Morhua, Gadus ogac, Gadusmacrocephalus)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3036400,Haddock (Melanogrammus aeglefinus),Haddock (Melanogrammus aeglefinus),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3036500,Coalfish (Pollachius virens),Coalfish (Pollachius virens),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3036600,"Hake (Merluccius spp., Urophycis spp.)","Hake (Merluccius spp., Urophycis spp.)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3036700,Alaska Pollak (Theragra chalcogramma),Alaska Pollak (Theragra chalcogramma),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3036800,"Blue whitings (Micromesistius poutassou, Micromesistius australis)","Blue whitings (Micromesistius poutassou, Micromesistius australis)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3036900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3038100,Dogfish and other sharks,Dogfish and other sharks,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3038200,Rays and skates (Rajidae),Rays and skates (Rajidae),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3038300,Toothfish (Dissostichus spp.),Toothfish (Dissostichus spp.),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3038400,Seabass (Dicentrarchus spp.),Seabass (Dicentrarchus spp.),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3038900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3039100,"Livers, roes and milt","Livers, roes and milt",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3039200,Shark fins,Shark fins,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3039900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3043100,Tilapias (Oreochromis spp.),Tilapias (Oreochromis spp.),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3043200,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3043300,Nile perch (Lates niloticus),Nile perch (Lates niloticus),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3043900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044100,"Pacific salmon (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou...","Pacific salmon (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou...",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044200,"Trout (Salmo trutta, Oncorhynchus: mykiss, clarki, aguabonita, gilae, apache...)","Trout (Salmo trutta, Oncorhynchus: mykiss, clarki, aguabonita, gilae, apache...)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044300,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae...)","Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae...)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044400,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae...","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae...",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044500,Swordfish (Xiphias gladius),Swordfish (Xiphias gladius),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044600,Toothfish (Dissostichus spp.),Toothfish (Dissostichus spp.),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044700,Dogfish and other sharks,Dogfish and other sharks,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044800,Rays and skates (Rajidae),Rays and skates (Rajidae),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3044900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045100,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Ost","Tilapias, catfish, carp, eels, Nile perch & snakeheads",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045200,Salmonidae,Salmonidae,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045300,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae…","Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae...",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045400,Swordfish (Xiphias gladius),Swordfish (Xiphias gladius),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045500,Toothfish (Dissostichus spp.),Toothfish (Dissostichus spp.),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045600,Dogfish and other sharks,Dogfish and other sharks,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045700,Rays and skates (Rajidae),Rays and skates (Rajidae),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3045900,Other,Other,Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3046100,Tilapia (Oreochromis spp.),Tilapia (Oreochromis spp.),Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
3046200,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",Other products,Other products ,"Fish and crustaceans, molluscs and other aquatic invertebrates","Fish and crustaceans, molluscs and other aquatic invertebrates",KGM,15
